sku_id,state_code,week_index,quantity_actual
SKU_ENT_02,UP,2025-W15,2022
SKU_ENT_02,UP,2025-W16,1627
SKU_ENT_02,UP,2025-W17,2266
SKU_ENT_02,UP,2025-W18,2549
SKU_ENT_02,UP,2025-W19,2134
SKU_ENT_02,UP,2025-W20,2119
SKU_ENT_02,UP,2025-W21,1718
SKU_ENT_02,UP,2025-W22,1705
SKU_ENT_02,UP,2025-W23,1583
SKU_ENT_02,UP,2025-W24,1362
SKU_ENT_02,UP,2025-W25,1368
SKU_ENT_02,UP,2025-W26,1092
SKU_ENT_02,UP,2025-W27,1477
SKU_ENT_02,UP,2025-W28,1800
SKU_ENT_02,UP,2025-W29,1743
SKU_ENT_02,UP,2025-W30,1629
SKU_ENT_02,UP,2025-W31,1309
SKU_ENT_02,UP,2025-W32,1222
SKU_ENT_02,UP,2025-W33,1581
SKU_ENT_02,UP,2025-W34,1147
SKU_ENT_02,UP,2025-W35,1355
SKU_ENT_02,UP,2025-W36,1012
SKU_ENT_02,UP,2025-W37,1534
SKU_ENT_02,UP,2025-W38,1470
SKU_ENT_02,UP,2025-W39,1048
SKU_ENT_02,UP,2025-W40,1140
SKU_ENT_02,UP,2025-W41,999
SKU_ENT_02,UP,2025-W42,3239
SKU_ENT_02,UP,2025-W43,2354
SKU_ENT_02,UP,2025-W44,2275
SKU_ENT_02,UP,2025-W45,2473
SKU_ENT_02,UP,2025-W46,886
SKU_ENT_02,UP,2025-W47,1095
SKU_ENT_02,UP,2025-W48,717
SKU_ENT_02,UP,2025-W49,930
SKU_ENT_02,UP,2025-W50,1252
SKU_ENT_02,UP,2025-W51,1265
SKU_ENT_02,UP,2025-W52,1199
SKU_ENT_02,AP,2023-W01,571
SKU_ENT_02,AP,2023-W02,790
SKU_ENT_02,AP,2023-W03,671
SKU_ENT_02,AP,2023-W04,568
SKU_ENT_02,AP,2023-W05,588
SKU_ENT_02,AP,2023-W06,823
SKU_ENT_02,AP,2023-W07,813
SKU_ENT_02,AP,2023-W08,621
SKU_ENT_02,AP,2023-W09,635
SKU_ENT_02,AP,2023-W10,870
SKU_ENT_02,AP,2023-W11,744
SKU_ENT_02,AP,2023-W12,771
SKU_ENT_02,AP,2023-W13,839
SKU_ENT_02,AP,2023-W14,846
SKU_ENT_02,AP,2023-W15,831
SKU_ENT_02,AP,2023-W16,953
SKU_ENT_02,AP,2023-W17,1509
SKU_ENT_02,AP,2023-W18,1673
SKU_ENT_02,AP,2023-W19,1754
SKU_ENT_02,AP,2023-W20,943
SKU_ENT_02,AP,2023-W21,917
SKU_ENT_02,AP,2023-W22,1065
SKU_ENT_02,AP,2023-W23,938
SKU_ENT_02,AP,2023-W24,819
SKU_ENT_02,AP,2023-W25,1015
SKU_ENT_02,AP,2023-W26,1079
SKU_ENT_02,AP,2023-W27,1205
SKU_ENT_02,AP,2023-W28,971
SKU_ENT_02,AP,2023-W29,1077
SKU_ENT_02,AP,2023-W30,791
SKU_ENT_02,AP,2023-W31,947
SKU_ENT_02,AP,2023-W32,905
SKU_ENT_02,AP,2023-W33,869
SKU_ENT_02,AP,2023-W34,975
SKU_ENT_02,AP,2023-W35,916
SKU_ENT_02,AP,2023-W36,697
SKU_ENT_02,AP,2023-W37,877
SKU_ENT_02,AP,2023-W38,1021
SKU_ENT_02,AP,2023-W39,734
SKU_ENT_02,AP,2023-W40,761
SKU_ENT_02,AP,2023-W41,703
SKU_ENT_02,AP,2023-W42,1657
SKU_ENT_02,AP,2023-W43,2267
SKU_ENT_02,AP,2023-W44,2145
SKU_ENT_02,AP,2023-W45,1873
SKU_ENT_02,AP,2023-W46,794
SKU_ENT_02,AP,2023-W47,547
SKU_ENT_02,AP,2023-W48,550
SKU_ENT_02,AP,2023-W49,582
SKU_ENT_02,AP,2023-W50,641
SKU_ENT_02,AP,2023-W51,638
SKU_ENT_02,AP,2023-W52,743
SKU_ENT_02,AP,2024-W01,516
SKU_ENT_02,AP,2024-W02,509
SKU_ENT_02,AP,2024-W03,615
SKU_ENT_02,AP,2024-W04,722
SKU_ENT_02,AP,2024-W05,860
SKU_ENT_02,AP,2024-W06,535
SKU_ENT_02,AP,2024-W07,641
SKU_ENT_02,AP,2024-W08,536
SKU_ENT_02,AP,2024-W09,678
SKU_ENT_02,AP,2024-W10,618
SKU_ENT_02,AP,2024-W11,632
SKU_ENT_02,AP,2024-W12,836
SKU_ENT_02,AP,2024-W13,954
SKU_ENT_02,AP,2024-W14,814
SKU_ENT_02,AP,2024-W15,806
SKU_ENT_02,AP,2024-W16,997
SKU_ENT_02,AP,2024-W17,1619
SKU_ENT_02,AP,2024-W18,1521
SKU_ENT_02,AP,2024-W19,1535
SKU_ENT_02,AP,2024-W20,996
SKU_ENT_02,AP,2024-W21,1096
SKU_ENT_02,AP,2024-W22,1154
SKU_ENT_02,AP,2024-W23,1084
SKU_ENT_02,AP,2024-W24,933
SKU_ENT_02,AP,2024-W25,740
SKU_ENT_02,AP,2024-W26,945
SKU_ENT_02,AP,2024-W27,887
SKU_ENT_02,AP,2024-W28,753
SKU_ENT_02,AP,2024-W29,791
SKU_ENT_02,AP,2024-W30,800
SKU_ENT_02,AP,2024-W31,954
SKU_ENT_02,AP,2024-W32,1057
SKU_ENT_02,AP,2024-W33,908
SKU_ENT_02,AP,2024-W34,913
SKU_ENT_02,AP,2024-W35,813
SKU_ENT_02,AP,2024-W36,749
SKU_ENT_02,AP,2024-W37,833
SKU_ENT_02,AP,2024-W38,1013
SKU_ENT_02,AP,2024-W39,775
SKU_ENT_02,AP,2024-W40,714
SKU_ENT_02,AP,2024-W41,691
SKU_ENT_02,AP,2024-W42,1511
SKU_ENT_02,AP,2024-W43,1410
SKU_ENT_02,AP,2024-W44,2207
SKU_ENT_02,AP,2024-W45,1552
SKU_ENT_02,AP,2024-W46,694
SKU_ENT_02,AP,2024-W47,552
SKU_ENT_02,AP,2024-W48,775
SKU_ENT_02,AP,2024-W49,545
SKU_ENT_02,AP,2024-W50,615
SKU_ENT_02,AP,2024-W51,698
SKU_ENT_02,AP,2024-W52,922
SKU_ENT_02,AP,2025-W01,488
SKU_ENT_02,AP,2025-W02,450
SKU_ENT_02,AP,2025-W03,509
SKU_ENT_02,AP,2025-W04,588
SKU_ENT_02,AP,2025-W05,619
SKU_ENT_02,AP,2025-W06,574
SKU_ENT_02,AP,2025-W07,599
SKU_ENT_02,AP,2025-W08,607
SKU_ENT_02,AP,2025-W09,501
SKU_ENT_02,AP,2025-W10,531
SKU_ENT_02,AP,2025-W11,787
SKU_ENT_02,AP,2025-W12,870
SKU_ENT_02,AP,2025-W13,739
SKU_ENT_02,AP,2025-W14,907
SKU_ENT_02,AP,2025-W15,1040
SKU_ENT_02,AP,2025-W16,1274
SKU_ENT_02,AP,2025-W17,1627
SKU_ENT_02,AP,2025-W18,1692
SKU_ENT_02,AP,2025-W19,1593
SKU_ENT_02,AP,2025-W20,1001
SKU_ENT_02,AP,2025-W21,1241
SKU_ENT_02,AP,2025-W22,1179
SKU_ENT_02,AP,2025-W23,1157
SKU_ENT_02,AP,2025-W24,770
SKU_ENT_02,AP,2025-W25,756
SKU_ENT_02,AP,2025-W26,869
SKU_ENT_02,AP,2025-W27,1057
SKU_ENT_02,AP,2025-W28,1012
SKU_ENT_02,AP,2025-W29,985
SKU_ENT_02,AP,2025-W30,938
SKU_ENT_02,AP,2025-W31,1006
SKU_ENT_02,AP,2025-W32,790
SKU_ENT_02,AP,2025-W33,1142
SKU_ENT_02,AP,2025-W34,704
SKU_ENT_02,AP,2025-W35,792
SKU_ENT_02,AP,2025-W36,1120
SKU_ENT_02,AP,2025-W37,687
SKU_ENT_02,AP,2025-W38,805
SKU_ENT_02,AP,2025-W39,920
SKU_ENT_02,AP,2025-W40,742
SKU_ENT_02,AP,2025-W41,573
SKU_ENT_02,AP,2025-W42,1945
SKU_ENT_02,AP,2025-W43,1461
SKU_ENT_02,AP,2025-W44,1820
SKU_ENT_02,AP,2025-W45,1660
SKU_ENT_02,AP,2025-W46,624
SKU_ENT_02,AP,2025-W47,496
SKU_ENT_02,AP,2025-W48,789
SKU_ENT_02,AP,2025-W49,610
SKU_ENT_02,AP,2025-W50,650
SKU_ENT_02,AP,2025-W51,711
SKU_ENT_02,AP,2025-W52,877
SKU_ENT_02,HR,2023-W01,582
SKU_ENT_02,HR,2023-W02,452
SKU_ENT_02,HR,2023-W03,417
SKU_ENT_02,HR,2023-W04,553
SKU_ENT_02,HR,2023-W05,493
SKU_ENT_02,HR,2023-W06,469
SKU_ENT_02,HR,2023-W07,716
SKU_ENT_02,HR,2023-W08,635
SKU_ENT_02,HR,2023-W09,644
SKU_ENT_02,HR,2023-W10,575
SKU_ENT_02,HR,2023-W11,653
SKU_ENT_02,HR,2023-W12,730
SKU_ENT_02,HR,2023-W13,769
SKU_ENT_02,HR,2023-W14,800
SKU_ENT_02,HR,2023-W15,976
SKU_ENT_02,HR,2023-W16,836
SKU_ENT_02,HR,2023-W17,1401
SKU_ENT_02,HR,2023-W18,1192
SKU_ENT_02,HR,2023-W19,1255
SKU_ENT_02,HR,2023-W20,1192
SKU_ENT_02,HR,2023-W21,912
SKU_ENT_02,HR,2023-W22,849
SKU_ENT_02,HR,2023-W23,819
SKU_ENT_02,HR,2023-W24,887
SKU_ENT_02,HR,2023-W25,1142
SKU_ENT_02,HR,2023-W26,732
SKU_ENT_02,HR,2023-W27,841
SKU_ENT_02,HR,2023-W28,748
SKU_ENT_02,HR,2023-W29,925
SKU_ENT_02,HR,2023-W30,882
SKU_ENT_02,HR,2023-W31,751
SKU_ENT_02,HR,2023-W32,879
SKU_ENT_02,HR,2023-W33,798
SKU_ENT_02,HR,2023-W34,749
SKU_ENT_02,HR,2023-W35,781
SKU_ENT_02,HR,2023-W36,760
SKU_ENT_02,HR,2023-W37,642
SKU_ENT_02,HR,2023-W38,839
SKU_ENT_02,HR,2023-W39,848
SKU_ENT_02,HR,2023-W40,751
SKU_ENT_02,HR,2023-W41,675
SKU_ENT_02,HR,2023-W42,2015
SKU_ENT_02,HR,2023-W43,1469
SKU_ENT_02,HR,2023-W44,1291
SKU_ENT_02,HR,2023-W45,1533
SKU_ENT_02,HR,2023-W46,568
SKU_ENT_02,HR,2023-W47,466
SKU_ENT_02,HR,2023-W48,567
SKU_ENT_02,HR,2023-W49,836
SKU_ENT_02,HR,2023-W50,710
SKU_ENT_02,HR,2023-W51,875
SKU_ENT_02,HR,2023-W52,667
SKU_ENT_02,HR,2024-W01,538
SKU_ENT_02,HR,2024-W02,438
SKU_ENT_02,HR,2024-W03,460
SKU_ENT_02,HR,2024-W04,491
SKU_ENT_02,HR,2024-W05,485
SKU_ENT_02,HR,2024-W06,560
SKU_ENT_02,HR,2024-W07,528
SKU_ENT_02,HR,2024-W08,670
SKU_ENT_02,HR,2024-W09,522
SKU_ENT_02,HR,2024-W10,600
SKU_ENT_02,HR,2024-W11,633
SKU_ENT_02,HR,2024-W12,685
SKU_ENT_02,HR,2024-W13,738
SKU_ENT_02,HR,2024-W14,701
SKU_ENT_02,HR,2024-W15,1238
SKU_ENT_02,HR,2024-W16,811
SKU_ENT_02,HR,2024-W17,1235
SKU_ENT_02,HR,2024-W18,1740
SKU_ENT_02,HR,2024-W19,1119
SKU_ENT_02,HR,2024-W20,1324
SKU_ENT_02,HR,2024-W21,857
SKU_ENT_02,HR,2024-W22,1013
SKU_ENT_02,HR,2024-W23,683
SKU_ENT_02,HR,2024-W24,642
SKU_ENT_02,HR,2024-W25,663
SKU_ENT_02,HR,2024-W26,729
SKU_ENT_02,HR,2024-W27,831
SKU_ENT_02,HR,2024-W28,891
SKU_ENT_02,HR,2024-W29,732
SKU_ENT_02,HR,2024-W30,977
SKU_ENT_02,HR,2024-W31,976
SKU_ENT_02,HR,2024-W32,785
SKU_ENT_02,HR,2024-W33,737
SKU_ENT_02,HR,2024-W34,705
SKU_ENT_02,HR,2024-W35,733
SKU_ENT_02,HR,2024-W36,673
SKU_ENT_02,HR,2024-W37,621
SKU_ENT_02,HR,2024-W38,642
SKU_ENT_02,HR,2024-W39,779
SKU_ENT_02,HR,2024-W40,643
SKU_ENT_02,HR,2024-W41,623
SKU_ENT_02,HR,2024-W42,1628
SKU_ENT_02,HR,2024-W43,1462
SKU_ENT_02,HR,2024-W44,2049
SKU_ENT_02,HR,2024-W45,1218
SKU_ENT_02,HR,2024-W46,463
SKU_ENT_02,HR,2024-W47,495
SKU_ENT_02,HR,2024-W48,518
SKU_ENT_02,HR,2024-W49,468
SKU_ENT_02,HR,2024-W50,667
SKU_ENT_02,HR,2024-W51,701
SKU_ENT_02,HR,2024-W52,762
SKU_ENT_02,HR,2025-W01,517
SKU_ENT_02,HR,2025-W02,427
SKU_ENT_02,HR,2025-W03,463
SKU_ENT_02,HR,2025-W04,475
SKU_ENT_02,HR,2025-W05,518
SKU_ENT_02,HR,2025-W06,480
SKU_ENT_02,HR,2025-W07,593
SKU_ENT_02,HR,2025-W08,562
SKU_ENT_02,HR,2025-W09,839
SKU_ENT_02,HR,2025-W10,563
SKU_ENT_02,HR,2025-W11,528
SKU_ENT_02,HR,2025-W12,722
SKU_ENT_02,HR,2025-W13,759
SKU_ENT_02,HR,2025-W14,840
SKU_ENT_02,HR,2025-W15,808
SKU_ENT_02,HR,2025-W16,868
SKU_ENT_02,HR,2025-W17,1304
SKU_ENT_02,HR,2025-W18,1227
SKU_ENT_02,HR,2025-W19,1174
SKU_ENT_02,HR,2025-W20,759
SKU_ENT_02,HR,2025-W21,843
SKU_ENT_02,HR,2025-W22,759
SKU_ENT_02,HR,2025-W23,765
SKU_ENT_02,HR,2025-W24,809
SKU_ENT_02,HR,2025-W25,804
SKU_ENT_02,HR,2025-W26,798
SKU_ENT_02,HR,2025-W27,798
SKU_ENT_02,HR,2025-W28,666
SKU_ENT_02,HR,2025-W29,753
SKU_ENT_02,HR,2025-W30,786
SKU_ENT_02,HR,2025-W31,767
SKU_ENT_02,HR,2025-W32,738
SKU_ENT_02,HR,2025-W33,769
SKU_ENT_02,HR,2025-W34,925
SKU_ENT_02,HR,2025-W35,769
SKU_ENT_02,HR,2025-W36,671
SKU_ENT_02,HR,2025-W37,858
SKU_ENT_02,HR,2025-W38,722
SKU_ENT_02,HR,2025-W39,653
SKU_ENT_02,HR,2025-W40,641
SKU_ENT_02,HR,2025-W41,651
SKU_ENT_02,HR,2025-W42,1530
SKU_ENT_02,HR,2025-W43,1519
SKU_ENT_02,HR,2025-W44,1482
SKU_ENT_02,HR,2025-W45,1310
SKU_ENT_02,HR,2025-W46,736
SKU_ENT_02,HR,2025-W47,496
SKU_ENT_02,HR,2025-W48,477
SKU_ENT_02,HR,2025-W49,516
SKU_ENT_02,HR,2025-W50,658
SKU_ENT_02,HR,2025-W51,628
SKU_ENT_02,HR,2025-W52,690
SKU_ENT_02,KL,2023-W01,402
SKU_ENT_02,KL,2023-W02,501
SKU_ENT_02,KL,2023-W03,410
SKU_ENT_02,KL,2023-W04,591
SKU_ENT_02,KL,2023-W05,575
SKU_ENT_02,KL,2023-W06,485
SKU_ENT_02,KL,2023-W07,539
SKU_ENT_02,KL,2023-W08,436
SKU_ENT_02,KL,2023-W09,567
SKU_ENT_02,KL,2023-W10,493
SKU_ENT_02,KL,2023-W11,615
SKU_ENT_02,KL,2023-W12,649
SKU_ENT_02,KL,2023-W13,596
SKU_ENT_02,KL,2023-W14,697
SKU_ENT_02,KL,2023-W15,947
SKU_ENT_02,KL,2023-W16,1170
SKU_ENT_02,KL,2023-W17,1038
SKU_ENT_02,KL,2023-W18,1419
SKU_ENT_02,KL,2023-W19,1291
SKU_ENT_02,KL,2023-W20,720
SKU_ENT_02,KL,2023-W21,763
SKU_ENT_02,KL,2023-W22,852
SKU_ENT_02,KL,2023-W23,692
SKU_ENT_02,KL,2023-W24,878
SKU_ENT_02,KL,2023-W25,837
SKU_ENT_02,KL,2023-W26,907
SKU_ENT_02,KL,2023-W27,702
SKU_ENT_02,KL,2023-W28,949
SKU_ENT_02,KL,2023-W29,684
SKU_ENT_02,KL,2023-W30,729
SKU_ENT_02,KL,2023-W31,701
SKU_ENT_02,KL,2023-W32,708
SKU_ENT_02,KL,2023-W33,784
SKU_ENT_02,KL,2023-W34,664
SKU_ENT_02,KL,2023-W35,582
SKU_ENT_02,KL,2023-W36,606
SKU_ENT_02,KL,2023-W37,619
SKU_ENT_02,KL,2023-W38,930
SKU_ENT_02,KL,2023-W39,678
SKU_ENT_02,KL,2023-W40,675
SKU_ENT_02,KL,2023-W41,579
SKU_ENT_02,KL,2023-W42,1769
SKU_ENT_02,KL,2023-W43,1523
SKU_ENT_02,KL,2023-W44,1488
SKU_ENT_02,KL,2023-W45,1464
SKU_ENT_02,KL,2023-W46,481
SKU_ENT_02,KL,2023-W47,410
SKU_ENT_02,KL,2023-W48,495
SKU_ENT_02,KL,2023-W49,430
SKU_ENT_02,KL,2023-W50,656
SKU_ENT_02,KL,2023-W51,608
SKU_ENT_02,KL,2023-W52,744
SKU_ENT_02,KL,2024-W01,436
SKU_ENT_02,KL,2024-W02,495
SKU_ENT_02,KL,2024-W03,425
SKU_ENT_02,KL,2024-W04,475
SKU_ENT_02,KL,2024-W05,573
SKU_ENT_02,KL,2024-W06,698
SKU_ENT_02,KL,2024-W07,612
SKU_ENT_02,KL,2024-W08,408
SKU_ENT_02,KL,2024-W09,469
SKU_ENT_02,KL,2024-W10,451
SKU_ENT_02,KL,2024-W11,511
SKU_ENT_02,KL,2024-W12,683
SKU_ENT_02,KL,2024-W13,719
SKU_ENT_02,KL,2024-W14,564
SKU_ENT_02,KL,2024-W15,628
SKU_ENT_02,KL,2024-W16,804
SKU_ENT_02,KL,2024-W17,1084
SKU_ENT_02,KL,2024-W18,1615
SKU_ENT_02,KL,2024-W19,1378
SKU_ENT_02,KL,2024-W20,992
SKU_ENT_02,KL,2024-W21,852
SKU_ENT_02,KL,2024-W22,746
SKU_ENT_02,KL,2024-W23,907
SKU_ENT_02,KL,2024-W24,784
SKU_ENT_02,KL,2024-W25,881
SKU_ENT_02,KL,2024-W26,776
SKU_ENT_02,KL,2024-W27,661
SKU_ENT_02,KL,2024-W28,743
SKU_ENT_02,KL,2024-W29,584
SKU_ENT_02,KL,2024-W30,634
SKU_ENT_02,KL,2024-W31,815
SKU_ENT_02,KL,2024-W32,677
SKU_ENT_02,KL,2024-W33,537
SKU_ENT_02,KL,2024-W34,831
SKU_ENT_02,KL,2024-W35,712
SKU_ENT_02,KL,2024-W36,631
SKU_ENT_02,KL,2024-W37,586
SKU_ENT_02,KL,2024-W38,705
SKU_ENT_02,KL,2024-W39,658
SKU_ENT_02,KL,2024-W40,680
SKU_ENT_02,KL,2024-W41,680
SKU_ENT_02,KL,2024-W42,1564
SKU_ENT_02,KL,2024-W43,1106
SKU_ENT_02,KL,2024-W44,1858
SKU_ENT_02,KL,2024-W45,1290
SKU_ENT_02,KL,2024-W46,533
SKU_ENT_02,KL,2024-W47,552
SKU_ENT_02,KL,2024-W48,376
SKU_ENT_02,KL,2024-W49,359
SKU_ENT_02,KL,2024-W50,600
SKU_ENT_02,KL,2024-W51,634
SKU_ENT_02,KL,2024-W52,565
SKU_ENT_02,KL,2025-W01,459
SKU_ENT_02,KL,2025-W02,400
SKU_ENT_02,KL,2025-W03,513
SKU_ENT_02,KL,2025-W04,411
SKU_ENT_02,KL,2025-W05,457
SKU_ENT_02,KL,2025-W06,551
SKU_ENT_02,KL,2025-W07,479
SKU_ENT_02,KL,2025-W08,437
SKU_ENT_02,KL,2025-W09,408
SKU_ENT_02,KL,2025-W10,597
SKU_ENT_02,KL,2025-W11,486
SKU_ENT_02,KL,2025-W12,537
SKU_ENT_02,KL,2025-W13,513
SKU_ENT_02,KL,2025-W14,600
SKU_ENT_02,KL,2025-W15,746
SKU_ENT_02,KL,2025-W16,708
SKU_ENT_02,KL,2025-W17,959
SKU_ENT_02,KL,2025-W18,1299
SKU_ENT_02,KL,2025-W19,1200
SKU_ENT_02,KL,2025-W20,799
SKU_ENT_02,KL,2025-W21,941
SKU_ENT_02,KL,2025-W22,857
SKU_ENT_02,KL,2025-W23,580
SKU_ENT_02,KL,2025-W24,713
SKU_ENT_02,KL,2025-W25,592
SKU_ENT_02,KL,2025-W26,679
SKU_ENT_02,KL,2025-W27,759
SKU_ENT_02,KL,2025-W28,958
SKU_ENT_02,KL,2025-W29,540
SKU_ENT_02,KL,2025-W30,662
SKU_ENT_02,KL,2025-W31,659
SKU_ENT_02,KL,2025-W32,595
SKU_ENT_02,KL,2025-W33,639
SKU_ENT_02,KL,2025-W34,764
SKU_ENT_02,KL,2025-W35,768
SKU_ENT_02,KL,2025-W36,566
SKU_ENT_02,KL,2025-W37,550
SKU_ENT_02,KL,2025-W38,625
SKU_ENT_02,KL,2025-W39,607
SKU_ENT_02,KL,2025-W40,629
SKU_ENT_02,KL,2025-W41,612
SKU_ENT_02,KL,2025-W42,1668
SKU_ENT_02,KL,2025-W43,1367
SKU_ENT_02,KL,2025-W44,1275
SKU_ENT_02,KL,2025-W45,1391
SKU_ENT_02,KL,2025-W46,385
SKU_ENT_02,KL,2025-W47,497
SKU_ENT_02,KL,2025-W48,457
SKU_ENT_02,KL,2025-W49,407
SKU_ENT_02,KL,2025-W50,584
SKU_ENT_02,KL,2025-W51,797
SKU_ENT_02,KL,2025-W52,554
SKU_ENT_02,OR,2023-W01,426
SKU_ENT_02,OR,2023-W02,340
SKU_ENT_02,OR,2023-W03,560
SKU_ENT_02,OR,2023-W04,459
SKU_ENT_02,OR,2023-W05,347
SKU_ENT_02,OR,2023-W06,462
SKU_ENT_02,OR,2023-W07,372
SKU_ENT_02,OR,2023-W08,324
SKU_ENT_02,OR,2023-W09,414
SKU_ENT_02,OR,2023-W10,524
SKU_ENT_02,OR,2023-W11,393
SKU_ENT_02,OR,2023-W12,448
SKU_ENT_02,OR,2023-W13,618
SKU_ENT_02,OR,2023-W14,551
SKU_ENT_02,OR,2023-W15,482
SKU_ENT_02,OR,2023-W16,591
SKU_ENT_02,OR,2023-W17,819
SKU_ENT_02,OR,2023-W18,994
SKU_ENT_02,OR,2023-W19,1331
SKU_ENT_02,OR,2023-W20,542
SKU_ENT_02,OR,2023-W21,691
SKU_ENT_02,OR,2023-W22,728
SKU_ENT_02,OR,2023-W23,568
SKU_ENT_02,OR,2023-W24,550
SKU_ENT_02,OR,2023-W25,682
SKU_ENT_02,OR,2023-W26,594
SKU_ENT_02,OR,2023-W27,627
SKU_ENT_02,OR,2023-W28,514
SKU_ENT_02,OR,2023-W29,740
SKU_ENT_02,OR,2023-W30,625
SKU_ENT_02,OR,2023-W31,587
SKU_ENT_02,OR,2023-W32,836
SKU_ENT_02,OR,2023-W33,550
SKU_ENT_02,OR,2023-W34,475
SKU_ENT_02,OR,2023-W35,504
SKU_ENT_02,OR,2023-W36,869
SKU_ENT_02,OR,2023-W37,517
SKU_ENT_02,OR,2023-W38,489
SKU_ENT_02,OR,2023-W39,539
SKU_ENT_02,OR,2023-W40,642
SKU_ENT_02,OR,2023-W41,504
SKU_ENT_02,OR,2023-W42,1329
SKU_ENT_02,OR,2023-W43,1824
SKU_ENT_02,OR,2023-W44,1267
SKU_ENT_02,OR,2023-W45,1328
SKU_ENT_02,OR,2023-W46,564
SKU_ENT_02,OR,2023-W47,350
SKU_ENT_02,OR,2023-W48,397
SKU_ENT_02,OR,2023-W49,426
SKU_ENT_02,OR,2023-W50,619
SKU_ENT_02,OR,2023-W51,526
SKU_ENT_02,OR,2023-W52,692
SKU_ENT_02,OR,2024-W01,515
SKU_ENT_02,OR,2024-W02,432
SKU_ENT_02,OR,2024-W03,452
SKU_ENT_02,OR,2024-W04,420
SKU_ENT_02,OR,2024-W05,313
SKU_ENT_02,OR,2024-W06,431
SKU_ENT_02,OR,2024-W07,423
SKU_ENT_02,OR,2024-W08,382
SKU_ENT_02,OR,2024-W09,370
SKU_ENT_02,OR,2024-W10,408
SKU_ENT_02,OR,2024-W11,409
SKU_ENT_02,OR,2024-W12,643
SKU_ENT_02,OR,2024-W13,528
SKU_ENT_02,OR,2024-W14,477
SKU_ENT_02,OR,2024-W15,571
SKU_ENT_02,OR,2024-W16,885
SKU_ENT_02,OR,2024-W17,1263
SKU_ENT_02,OR,2024-W18,930
SKU_ENT_02,OR,2024-W19,1355
SKU_ENT_02,OR,2024-W20,698
SKU_ENT_02,OR,2024-W21,745
SKU_ENT_02,OR,2024-W22,441
SKU_ENT_02,OR,2024-W23,538
SKU_ENT_02,OR,2024-W24,473
SKU_ENT_02,OR,2024-W25,638
SKU_ENT_02,OR,2024-W26,636
SKU_ENT_02,OR,2024-W27,716
SKU_ENT_02,OR,2024-W28,611
SKU_ENT_02,OR,2024-W29,569
SKU_ENT_02,OR,2024-W30,528
SKU_ENT_02,OR,2024-W31,754
SKU_ENT_02,OR,2024-W32,466
SKU_ENT_02,OR,2024-W33,643
SKU_ENT_02,OR,2024-W34,588
SKU_ENT_02,OR,2024-W35,591
SKU_ENT_02,OR,2024-W36,480
SKU_ENT_02,OR,2024-W37,540
SKU_ENT_02,OR,2024-W38,499
SKU_ENT_02,OR,2024-W39,521
SKU_ENT_02,OR,2024-W40,492
SKU_ENT_02,OR,2024-W41,569
SKU_ENT_02,OR,2024-W42,1106
SKU_ENT_02,OR,2024-W43,1049
SKU_ENT_02,OR,2024-W44,1247
SKU_ENT_02,OR,2024-W45,939
SKU_ENT_02,OR,2024-W46,409
SKU_ENT_02,OR,2024-W47,516
SKU_ENT_02,OR,2024-W48,550
SKU_ENT_02,OR,2024-W49,419
SKU_ENT_02,OR,2024-W50,600
SKU_ENT_02,OR,2024-W51,478
SKU_ENT_02,OR,2024-W52,497
SKU_ENT_02,OR,2025-W01,334
SKU_ENT_02,OR,2025-W02,306
SKU_ENT_02,OR,2025-W03,288
SKU_ENT_02,OR,2025-W04,308
SKU_ENT_02,OR,2025-W05,479
SKU_ENT_02,OR,2025-W06,331
SKU_ENT_02,OR,2025-W07,397
SKU_ENT_02,OR,2025-W08,381
SKU_ENT_02,OR,2025-W09,384
SKU_ENT_02,OR,2025-W10,596
SKU_ENT_02,OR,2025-W11,409
SKU_ENT_02,OR,2025-W12,549
SKU_ENT_02,OR,2025-W13,697
SKU_ENT_02,OR,2025-W14,556
SKU_ENT_02,OR,2025-W15,741
SKU_ENT_02,OR,2025-W16,509
SKU_ENT_02,OR,2025-W17,1146
SKU_ENT_02,OR,2025-W18,1204
SKU_ENT_02,OR,2025-W19,951
SKU_ENT_02,OR,2025-W20,634
SKU_ENT_02,OR,2025-W21,668
SKU_ENT_02,OR,2025-W22,654
SKU_ENT_02,OR,2025-W23,656
SKU_ENT_02,OR,2025-W24,852
SKU_ENT_02,OR,2025-W25,544
SKU_ENT_02,OR,2025-W26,633
SKU_ENT_02,OR,2025-W27,502
SKU_ENT_02,OR,2025-W28,539
SKU_ENT_02,OR,2025-W29,621
SKU_ENT_02,OR,2025-W30,682
SKU_ENT_02,OR,2025-W31,755
SKU_ENT_02,OR,2025-W32,440
SKU_ENT_02,OR,2025-W33,482
SKU_ENT_02,OR,2025-W34,538
SKU_ENT_02,OR,2025-W35,480
SKU_ENT_02,OR,2025-W36,499
SKU_ENT_02,OR,2025-W37,495
SKU_ENT_02,OR,2025-W38,402
SKU_ENT_02,OR,2025-W39,410
SKU_ENT_02,OR,2025-W40,503
SKU_ENT_02,OR,2025-W41,458
SKU_ENT_02,OR,2025-W42,1436
SKU_ENT_02,OR,2025-W43,1165
SKU_ENT_02,OR,2025-W44,1076
SKU_ENT_02,OR,2025-W45,1418
SKU_ENT_02,OR,2025-W46,403
SKU_ENT_02,OR,2025-W47,347
SKU_ENT_02,OR,2025-W48,360
SKU_ENT_02,OR,2025-W49,341
